Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
HDD,,Hitachi,HCS5C2020ALA632 2TB,185,60.9,742,https://hdd.userbenchmark.com/SpeedTest/1904/Hitachi-HCS5C2020ALA632
HDD,HTS721010A9E630,HGST,Travelstar 7K1000 2.5 1TB,186,60.9,319691,https://hdd.userbenchmark.com/SpeedTest/975/HGST-HTS721010A9E630
HDD,,Seagate,Backup+ Desk 4TB,187,60.8,836,https://hdd.userbenchmark.com/SpeedTest/3619/Seagate-Backup--Desk
HDD,ST5000DM000,Seagate,Barracuda Desktop 5TB,188,60.7,1866,https://hdd.userbenchmark.com/SpeedTest/17358/ST5000DM000-1FK178
HDD,,Hitachi,HUA722010CLA330 1TB,189,60.7,3678,https://hdd.userbenchmark.com/SpeedTest/1380/Hitachi-HUA722010CLA330
HDD,WD2503ABYX,WD,RE4 250GB (2010),190,60.5,737,https://hdd.userbenchmark.com/SpeedTest/5792/WDC-WD2503ABYX-01WERA0
HDD,,Hitachi,HTS721010A9 1TB,191,60.2,347,https://hdd.userbenchmark.com/SpeedTest/4115/HGST-HTS721010A9
HDD,WD1003FBYZ,WD,Re 1TB (2013),192,60.1,1843,https://hdd.userbenchmark.com/SpeedTest/8573/WDC-WD1003FBYZ-010FB0
HDD,,WD,WD1001FALS-41Y6A1 1TB,193,60,517,https://hdd.userbenchmark.com/SpeedTest/4052/WDC-WD1001FALS-41Y6A1
HDD,,Hitachi,HDS72101 1TB,194,59.6,996,https://hdd.userbenchmark.com/SpeedTest/3573/Hitachi-HDS72101
HDD,,Seagate,ST500DM005 HD502HJ 500GB,195,59.6,6167,https://hdd.userbenchmark.com/SpeedTest/3407/ST500DM005-HD502HJ
HDD,,Toshiba,MK1002TS 1TB,196,59.6,9,https://hdd.userbenchmark.com/SpeedTest/4326/TOSHIBA-MK1002TS
HDD,WD1003FBYX,WD,RE4 1TB (2010),197,59.6,9903,https://hdd.userbenchmark.com/SpeedTest/4565/WDC-WD1003FBYX-01Y7B0
HDD,,,KingFast 128GB,198,59.5,13,https://hdd.userbenchmark.com/SpeedTest/9927/KingFast
HDD,,Samsung,HD502HJ 500GB,199,59.5,43184,https://hdd.userbenchmark.com/SpeedTest/1184/SAMSUNG-HD502HJ
HDD,,Seagate,ST32000641AS 2TB,201,59.1,7934,https://hdd.userbenchmark.com/SpeedTest/1130/ST32000641AS
HDD,,Hitachi,HDS5C4040ALE630 4TB,202,59,675,https://hdd.userbenchmark.com/SpeedTest/2257/Hitachi-HDS5C4040ALE630
HDD,,Hitachi,HDS723015BLA642 1.5TB,203,58.8,1830,https://hdd.userbenchmark.com/SpeedTest/1237/Hitachi-HDS723015BLA642
HDD,,WD,WD7502AAEX-00Y9A0 750GB,204,58.8,2961,https://hdd.userbenchmark.com/SpeedTest/1200/WDC-WD7502AAEX-00Y9A0
HDD,,Samsung,HD322GJ 320GB,205,58.7,5994,https://hdd.userbenchmark.com/SpeedTest/3922/SAMSUNG-HD322GJ
HDD,,Samsung,HD254GJ 250GB,206,58.6,685,https://hdd.userbenchmark.com/SpeedTest/10095/SAMSUNG-HD254GJ
HDD,ST2000DL003,Seagate,Barracuda Green 2TB,207,58.5,45985,https://hdd.userbenchmark.com/SpeedTest/979/ST2000DL003-9VT166
HDD,,WD,WD3000GLFS-01F8U0 300GB,208,58.4,2649,https://hdd.userbenchmark.com/SpeedTest/1583/WDC-WD3000GLFS-01F8U0
HDD,,WD,WD3000BLFS-08YBU0 300GB,209,58.4,470,https://hdd.userbenchmark.com/SpeedTest/4420/WDC-WD3000BLFS-08YBU0
HDD,,WD,WD740HLFS-01G6U0 74GB,210,58.4,260,https://hdd.userbenchmark.com/SpeedTest/2768/WDC-WD740HLFS-01G6U0
HDD,,Seagate,ST3500514NS 500GB,211,58.4,1056,https://hdd.userbenchmark.com/SpeedTest/6066/ST3500514NS
HDD,,Hitachi,HTS721010A9E6300 1TB,212,58.3,1250,https://hdd.userbenchmark.com/SpeedTest/11219/HGST-HTS721010A9E6300
HDD,,Hitachi,HDS72105 500GB,213,58.3,542,https://hdd.userbenchmark.com/SpeedTest/7340/Hitachi-HDS72105
HDD,ST8000AS0002,Seagate,Archive HDD 8TB (2015),215,58.2,949,https://hdd.userbenchmark.com/SpeedTest/30791/ST8000AS0002-1NA17Z
HDD,,Hitachi,HDS721010CLA330 1TB,216,58.1,5020,https://hdd.userbenchmark.com/SpeedTest/2095/Hitachi-HDS721010CLA330
HDD,ST500DM002,Seagate,Barracuda 7200.14 500GB,217,58.1,271264,https://hdd.userbenchmark.com/SpeedTest/712/ST500DM002-1BD142
HDD,,Hitachi,HDS721010CLA632 1TB,218,58.1,7282,https://hdd.userbenchmark.com/SpeedTest/2755/Hitachi-HDS721010CLA632
HDD,HDS721010CLA332,Hitachi,Deskstar 7K1000.C 1TB,219,58,51143,https://hdd.userbenchmark.com/SpeedTest/1129/Hitachi-HDS721010CLA332
HDD,,,WL1000GSA6472R 1TB,220,57.8,11,https://hdd.userbenchmark.com/SpeedTest/7128/WL1000GSA6472R
HDD,,Seagate,ST2000DL 004 HD204UI 2TB,221,57.7,128,https://hdd.userbenchmark.com/SpeedTest/7858/ST2000DL-004-HD204UI
HDD,ST1000DL002,Seagate,Barracuda Green 1TB,223,57.3,8845,https://hdd.userbenchmark.com/SpeedTest/1672/ST1000DL002-9TT153
HDD,ST2000VX002,Seagate,Surveillance 2TB,225,57.3,394,https://hdd.userbenchmark.com/SpeedTest/11181/ST2000VX002-1AH166
HDD,,Hitachi,HDS721075CLA332 750GB,226,57.1,2106,https://hdd.userbenchmark.com/SpeedTest/5587/Hitachi-HDS721075CLA332
HDD,WD1002FAEX,WD,Black 1TB (2010),227,57.1,167922,https://hdd.userbenchmark.com/WD-Black-1TB-2010/Rating/1580
HDD,,Hitachi,HDS721050CLA360 500GB,228,57,7817,https://hdd.userbenchmark.com/SpeedTest/3631/Hitachi-HDS721050CLA360
HDD,WD5000AZRX,WD,Green 500GB (2012),229,56.9,17770,https://hdd.userbenchmark.com/SpeedTest/2487/WDC-WD5000AZRX-00A8LB0
HDD,,WD,WD1001FAES-60Z2A0 1TB,230,56.9,6142,https://hdd.userbenchmark.com/SpeedTest/3129/WDC-WD1001FAES-60Z2A0
HDD,,Hitachi,HDS721050CLA662 500GB,231,56.8,6746,https://hdd.userbenchmark.com/SpeedTest/1785/Hitachi-HDS721050CLA662
HDD,ST1000DM000,Seagate,Desktop HDD 1TB (2013),232,56.7,1007,https://hdd.userbenchmark.com/SpeedTest/3274/ST1000DM000-9TS15E
HDD,WD3000HLFS,WD,VelociRaptor 300GB,233,56.7,6325,https://hdd.userbenchmark.com/SpeedTest/1307/WDC-WD3000HLFS-01G6U1
HDD,WD10EALX,WD,Blue 1TB (2010),234,56.2,32855,https://hdd.userbenchmark.com/WD-Blue-1TB-2010/Rating/2023
HDD,,WD,WD6402AAEX-00Z3A0 640GB,235,56.1,3703,https://hdd.userbenchmark.com/SpeedTest/1783/WDC-WD6402AAEX-00Z3A0
HDD,HD204UI,Samsung,Spinpoint F4 2TB,236,56,24424,https://hdd.userbenchmark.com/SpeedTest/324/SAMSUNG-HD204UI
HDD,,Samsung,HD253GJ 250GB,237,56,1741,https://hdd.userbenchmark.com/SpeedTest/3770/SAMSUNG-HD253GJ
HDD,,WD,WD800HLFS-75G6U0 80GB,238,55.9,577,https://hdd.userbenchmark.com/SpeedTest/5888/WDC-WD800HLFS-75G6U0
HDD,,Toshiba,MQ01ACF050 500GB,241,55.8,11161,https://hdd.userbenchmark.com/SpeedTest/7527/TOSHIBA-MQ01ACF050
HDD,ST250DM000,Seagate,Barracuda 7200.14 250GB,242,55.8,18940,https://hdd.userbenchmark.com/SpeedTest/3265/ST250DM000-1BD141
HDD,,WD,WD1500HLFS-01G6U1 150GB,243,55.7,5486,https://hdd.userbenchmark.com/SpeedTest/2890/WDC-WD1500HLFS-01G6U1
HDD,,WD,WD7500AALX-009BA0 750GB,244,55.5,1397,https://hdd.userbenchmark.com/SpeedTest/5152/WDC-WD7500AALX-009BA0
HDD,ST31500341AS,Seagate,Barracuda 7200.11 1.5TB,245,55.4,27706,https://hdd.userbenchmark.com/SpeedTest/864/ST31500341AS
HDD,,Hitachi,HDS72202 2TB,246,55.2,163,https://hdd.userbenchmark.com/SpeedTest/9104/Hitachi-HDS72202
HDD,,WD,WD5002AALX-00J37A0 500GB,247,55,6772,https://hdd.userbenchmark.com/SpeedTest/3694/WDC-WD5002AALX-00J37A0
HDD,,Seagate,ST3500410AS 500GB,249,55,3076,https://hdd.userbenchmark.com/SpeedTest/1333/ST3500410AS
HDD,,WD,WD20EURS-63S48Y0 2TB,250,55,4990,https://hdd.userbenchmark.com/SpeedTest/2441/WDC-WD20EURS-63S48Y0
HDD,,WD,WD30EZRS-00J99B0 3TB,251,55,1539,https://hdd.userbenchmark.com/SpeedTest/3380/WDC-WD30EZRS-00J99B0
HDD,,Seagate,ST3500411SV 500GB,252,54.8,519,https://hdd.userbenchmark.com/SpeedTest/5943/ST3500411SV
HDD,,Hitachi,HDS722020ALA330 2TB,253,54.8,10829,https://hdd.userbenchmark.com/SpeedTest/1289/Hitachi-HDS722020ALA330
HDD,,Hitachi,HDS5C3020ALA632 2TB,254,54.8,5946,https://hdd.userbenchmark.com/SpeedTest/693/Hitachi-HDS5C3020ALA632
HDD,,WD,WD5000AUDX-63WNHY0 500GB,255,54.6,1504,https://hdd.userbenchmark.com/SpeedTest/1793/WDC-WD5000AUDX-63WNHY0
HDD,,Seagate,ST31000525SV 1TB,256,54.5,980,https://hdd.userbenchmark.com/SpeedTest/9992/ST31000525SV
HDD,,Seagate,STM3500418AS 500GB,257,54.4,3945,https://hdd.userbenchmark.com/SpeedTest/2669/STM3500418AS
HDD,WD05PURZ,WD,Purple Surveillance 500GB (2017),258,54.4,2,https://hdd.userbenchmark.com/SpeedTest/430589/WDC-WD05PURZ-85U8XY0
HDD,,Apple,HDD WDC WD10EALX-408EA0 1TB,259,54.4,212,https://hdd.userbenchmark.com/SpeedTest/6944/APPLE-HDD-WDC-WD10EALX-408EA0
HDD,,WD,WD10EUCX-63YZ1Y0 1TB,260,54.4,484,https://hdd.userbenchmark.com/SpeedTest/2516/WDC-WD10EUCX-63YZ1Y0
HDD,,WD,WD1600HLFS-60G6U2 160GB,261,54.3,2210,https://hdd.userbenchmark.com/SpeedTest/5606/WDC-WD1600HLFS-60G6U2
HDD,,Seagate,ST3500410SV 500GB,263,54.2,955,https://hdd.userbenchmark.com/SpeedTest/1363/ST3500410SV
HDD,,Samsung,HD155UI 1.5TB,264,54.2,1016,https://hdd.userbenchmark.com/SpeedTest/6951/SAMSUNG-HD155UI
HDD,,Hitachi,HDS721010CLA 1TB,265,54.2,1000,https://hdd.userbenchmark.com/SpeedTest/1227/Hitachi-HDS721010CLA
HDD,,,GB0500EAFYL 500GB,267,54,282,https://hdd.userbenchmark.com/SpeedTest/5763/GB0500EAFYL
HDD,,WD,WD1001FALS-00U9B0 1TB,268,54,2006,https://hdd.userbenchmark.com/SpeedTest/2730/WDC-WD1001FALS-00U9B0
HDD,ST1500DL003,Seagate,Barracuda Green 1.5TB,269,53.9,11684,https://hdd.userbenchmark.com/SpeedTest/2196/ST1500DL003-9VT16L
HDD,,Seagate,ST31000524AS 1TB,270,53.8,226,https://hdd.userbenchmark.com/SpeedTest/12491/Seagate-ST31000524AS
HDD,,Seagate,ST31500341AS 1.5TB,271,53.8,73,https://hdd.userbenchmark.com/SpeedTest/6611/Seagate-ST31500341AS
HDD,,Hitachi,HTS725050A7E630 500GB,272,53.8,29915,https://hdd.userbenchmark.com/SpeedTest/386/HGST-HTS725050A7E630
HDD,ST3500418AS,Seagate,Barracuda 7200.12 500GB,273,53.7,111699,https://hdd.userbenchmark.com/SpeedTest/441/ST3500418AS
HDD,ST31000524AS,Seagate,Barracuda 7200.12 1TB,274,53.6,203202,https://hdd.userbenchmark.com/Seagate-Barracuda-720012-1TB/Rating/2022
HDD,WD25EZRX,WD,Green 2.5TB (2011),275,53.6,689,https://hdd.userbenchmark.com/SpeedTest/3574/WDC-WD25EZRX-00MMMB0
HDD,WD7500BPKT,WD,Black 2.5 750GB (2011),276,53.2,13515,https://hdd.userbenchmark.com/SpeedTest/310/WDC-WD7500BPKT-60PK4T0
HDD,WD7500BPKX,WD,Black 2.5 750GB (2013),277,53,12766,https://hdd.userbenchmark.com/SpeedTest/1740/WDC-WD7500BPKX-80HPJ
HDD,,WD,WD5002ABYS-02B1B0 500GB,278,53,4076,https://hdd.userbenchmark.com/SpeedTest/4481/WDC-WD5002ABYS-02B1B0
HDD,,WD,WD7502ABYS-02A6B0 750GB,279,53,607,https://hdd.userbenchmark.com/SpeedTest/9643/WDC-WD7502ABYS-02A6B0
HDD,,,GB0250EAFYK 250GB,280,52.8,403,https://hdd.userbenchmark.com/SpeedTest/5794/GB0250EAFYK
HDD,WD5000AAKX,WD,Blue 500GB (2010),281,52.8,252628,https://hdd.userbenchmark.com/SpeedTest/398/WDC-WD5000AAKX-001CA0
HDD,,,OCZ-AGILITY3 120GB,282,52.8,80,https://hdd.userbenchmark.com/SpeedTest/2512/OCZ-AGILITY3
HDD,,WD,WD25EZRS-00J99B0 2.5TB,283,52.6,542,https://hdd.userbenchmark.com/SpeedTest/9160/WDC-WD25EZRS-00J99B0
HDD,,Seagate,ST3640623AS 640GB,284,52.4,532,https://hdd.userbenchmark.com/SpeedTest/5431/ST3640623AS
HDD,,WD,WD2502ABYS-18B7A0 250GB,285,52.3,848,https://hdd.userbenchmark.com/SpeedTest/4931/WDC-WD2502ABYS-18B7A0
HDD,,Hitachi,HDS5C3030ALA630 3TB,286,52.3,1317,https://hdd.userbenchmark.com/SpeedTest/3627/Hitachi-HDS5C3030ALA630
HDD,,Samsung,HE103UJ 1TB,287,52.3,563,https://hdd.userbenchmark.com/SpeedTest/5305/SAMSUNG-HE103UJ
HDD,WD10EARX,WD,Green 1TB (2011),288,52.1,22534,https://hdd.userbenchmark.com/SpeedTest/2607/WDC-WD10EARX-00N0YB0
HDD,,,GB1000EAMYC 1TB,289,52.1,659,https://hdd.userbenchmark.com/SpeedTest/10569/GB1000EAMYC
HDD,,Seagate,ST31000333AS 1TB,290,51.8,8994,https://hdd.userbenchmark.com/SpeedTest/1279/ST31000333AS
HDD,,Seagate,ST2000LM003 HN-M201RAD 2TB,291,51.8,29320,https://hdd.userbenchmark.com/SpeedTest/12558/ST2000LM003-HN-M201RAD
HDD,WD2500AAKX,WD,Blue 250GB (2010),292,51.7,29243,https://hdd.userbenchmark.com/SpeedTest/53/WDC-WD2500AAKX-753CA1
HDD,,Toshiba,MQ01ACF032 320GB,293,51.6,3057,https://hdd.userbenchmark.com/SpeedTest/4030/TOSHIBA-MQ01ACF032
HDD,,Seagate,STM31000528AS 1TB,294,51.6,717,https://hdd.userbenchmark.com/SpeedTest/4190/STM31000528AS
HDD,WD6401AALS,WD,Black 640GB (2008),295,51.4,12672,https://hdd.userbenchmark.com/SpeedTest/136/WDC-WD6401AALS-00L3B2
HDD,WD7500AZRX,WD,Green 750GB (2012),296,51.4,769,https://hdd.userbenchmark.com/SpeedTest/1925/WDC-WD7500AZRX-00A8LB0
HDD,,Hitachi,HDS721025CLA382 250GB,297,51.3,3690,https://hdd.userbenchmark.com/SpeedTest/6106/Hitachi-HDS721025CLA382
HDD,,Seagate,ST3640323AS 640GB,298,51.3,1651,https://hdd.userbenchmark.com/SpeedTest/3064/ST3640323AS
HDD,,Hitachi,HTS7275 750GB,299,51,18,https://hdd.userbenchmark.com/SpeedTest/6142/Hitachi-HTS7275
HDD,,WD,WD1002FBYS-02A6B0 1TB,301,50.7,13731,https://hdd.userbenchmark.com/SpeedTest/22/WDC-WD1002FBYS-02A6B0
HDD,,WD,WD3202ABYS-02B7A0 320GB,302,50.4,723,https://hdd.userbenchmark.com/SpeedTest/8044/WDC-WD3202ABYS-02B7A0
HDD,,Samsung,HD102UJ 1TB,303,50.4,321,https://hdd.userbenchmark.com/SpeedTest/7223/SAMSUNG-HD102UJ
HDD,WD7501AALS,WD,Black 750GB (2008),304,50.3,7075,https://hdd.userbenchmark.com/SpeedTest/1987/WDC-WD7501AALS-00J7B0
HDD,,Seagate,ST310005 28AS 1TB,305,50.3,6394,https://hdd.userbenchmark.com/SpeedTest/1219/ST310005-28AS
HDD,WD20EARX,WD,Green 2TB (2011),306,50.3,124403,https://hdd.userbenchmark.com/WD-Green-2TB-2011/Rating/1850
HDD,HTS727575A9E364,HGST,Travelstar 7K750 2.5 750GB,307,50.3,9965,https://hdd.userbenchmark.com/SpeedTest/104/Hitachi-HTS727575A9E364
HDD,ST2000LX001,Seagate,FireCuda 2.5 2TB,308,50.2,23984,https://hdd.userbenchmark.com/SpeedTest/192181/ST2000LX001-1RG174
HDD,,WD,WD2002FYPS-01U1B0 2TB,309,50.2,3271,https://hdd.userbenchmark.com/SpeedTest/3788/WDC-WD2002FYPS-01U1B0
HDD,,Seagate,ST9750422AS 750GB,310,49.8,536,https://hdd.userbenchmark.com/SpeedTest/6425/ST9750422AS
HDD,WD6400AAKS,WD,Blue 640GB (2008),311,49.6,54027,https://hdd.userbenchmark.com/SpeedTest/2174/WDC-WD6400AAKS-22A7B2
HDD,,Maxtor,STM31000333AS 1TB,312,49.5,187,https://hdd.userbenchmark.com/SpeedTest/10102/MAXTOR-STM31000333AS
HDD,,Seagate,ST3320813AS 320GB,313,49.5,2505,https://hdd.userbenchmark.com/SpeedTest/5403/ST3320813AS
HDD,,Seagate,ST3250312AS 250GB,314,49.5,9954,https://hdd.userbenchmark.com/SpeedTest/2897/ST3250312AS
HDD,WD20EARS,WD,Green 2TB (2010),315,49.4,3257,https://hdd.userbenchmark.com/SpeedTest/2609/WDC-WD20EARS-00M
HDD,,Seagate,FA GoFlex Desk 2TB,316,49.3,56,https://hdd.userbenchmark.com/SpeedTest/9703/Seagate-FA-GoFlex-Desk
HDD,ST3750525AS,Seagate,Barracuda 7200.12 750GB,317,49.3,3094,https://hdd.userbenchmark.com/SpeedTest/562/ST3750525AS
HDD,,Seagate,ST31000520AS 1TB,318,49.3,6489,https://hdd.userbenchmark.com/SpeedTest/1280/ST31000520AS
HDD,ST750LX003,Seagate,Momentus XT 7200 RPM 2.5 750GB,319,49.3,5509,https://hdd.userbenchmark.com/SpeedTest/840/ST750LX003-1AC154
HDD,,Hitachi,HDS5C3015ALA632 1.5TB,320,49.2,312,https://hdd.userbenchmark.com/SpeedTest/5797/Hitachi-HDS5C3015ALA632
HDD,,Seagate,STM3250318AS 250GB,321,49.1,2072,https://hdd.userbenchmark.com/SpeedTest/5134/STM3250318AS
HDD,WD5000AAKS,WD,Blue 500GB (2008),322,49.1,114900,https://hdd.userbenchmark.com/SpeedTest/1305/WDC-WD5000AAKS-00YGA0
HDD,,Hitachi,HTS72757 750GB,323,49,155,https://hdd.userbenchmark.com/SpeedTest/4050/Hitachi-HTS72757
HDD,,Seagate,ST3320613AS 320GB,324,48.9,9441,https://hdd.userbenchmark.com/SpeedTest/1722/ST3320613AS
HDD,,Seagate,ST32000542AS 2TB,325,48.9,10729,https://hdd.userbenchmark.com/SpeedTest/696/ST32000542AS
HDD,WD1001X06X,WD,Black2 2.5 1.120 TB (2013),326,48.9,1023,https://hdd.userbenchmark.com/SpeedTest/5448/WDC-WD1001X06X-00SJVT0
HDD,,WD,WD10JUCT-63J6SY0 1TB,327,48.8,1246,https://hdd.userbenchmark.com/SpeedTest/9459/WDC-WD10JUCT-63J6SY0
HDD,,Seagate,ST3750528AS 750GB,328,48.8,15843,https://hdd.userbenchmark.com/SpeedTest/1714/ST3750528AS
HDD,,Seagate,ST31000340NS 1TB,329,48.8,4673,https://hdd.userbenchmark.com/SpeedTest/1232/ST31000340NS
HDD,ST320DM000,Seagate,Barracuda 7200.14 320GB,330,48.7,1560,https://hdd.userbenchmark.com/SpeedTest/2924/ST320DM000-1BD14C
HDD,ST3250318AS,Seagate,Barracuda 7200.12 250GB,331,48.6,26141,https://hdd.userbenchmark.com/SpeedTest/169/ST3250318AS
HDD,ST1000LM014,Seagate,Laptop SSHD 2.5 1TB,332,48.6,43249,https://hdd.userbenchmark.com/Seagate-Laptop-SSHD-25--1TB/Rating/1804
HDD,,Hitachi,HDS721050CLA 500GB,333,48.6,1559,https://hdd.userbenchmark.com/SpeedTest/1561/Hitachi-HDS721050CLA
HDD,,Hitachi,HCS5C1010CLA382 1TB,334,48.5,1332,https://hdd.userbenchmark.com/SpeedTest/3428/Hitachi-HCS5C1010CLA382
HDD,,Maxtor,STM3320613AS 320GB,335,48.4,1888,https://hdd.userbenchmark.com/SpeedTest/4882/MAXTOR-STM3320613AS
HDD,,Hitachi,HDE721010SLA330 1TB,336,48.4,6684,https://hdd.userbenchmark.com/SpeedTest/2356/Hitachi-HDE721010SLA330
HDD,WD5000BPKT,WD,Black 2.5 500GB (2011),337,48.4,7102,https://hdd.userbenchmark.com/SpeedTest/2036/WDC-WD5000BPKT-60PK4T0
HDD,,Hitachi,HDT721075SLA360 750GB,338,48.3,244,https://hdd.userbenchmark.com/SpeedTest/3764/Hitachi-HDT721075SLA360
HDD,,Samsung,MMCRE28G8MXP-0VBL1 128GB,339,48.3,31,https://hdd.userbenchmark.com/SpeedTest/5433/SAMSUNG-MMCRE28G8MXP-0VBL1
HDD,,Toshiba,MK6461GSYN 640GB,340,48.3,402,https://hdd.userbenchmark.com/SpeedTest/2644/TOSHIBA-MK6461GSYN
HDD,,Hitachi,HDT721010SLA360 1TB,341,48.3,16699,https://hdd.userbenchmark.com/SpeedTest/1320/Hitachi-HDT721010SLA360
HDD,WD5000BPKX,WD,Black 2.5 500GB (2013),342,48.2,2722,https://hdd.userbenchmark.com/SpeedTest/3355/WDC-WD5000BPKX-75HPJT0
HDD,,Maxtor,S TM3320613AS 320GB,343,48.1,145,https://hdd.userbenchmark.com/SpeedTest/10528/MAXTOR-S-TM3320613AS
HDD,,Hitachi,HDT72101 1TB,344,48.1,157,https://hdd.userbenchmark.com/SpeedTest/4490/Hitachi-HDT72101
HDD,,WD,WD10S12X-55JTET0 1TB,345,48,455,https://hdd.userbenchmark.com/SpeedTest/12098/WDC-WD10S12X-55JTET0
HDD,,Samsung,HD642JJ 640GB,346,48,7192,https://hdd.userbenchmark.com/SpeedTest/1574/SAMSUNG-HD642JJ
HDD,WD10JFCX,WD,Red 2.5 1TB (2013),347,48,1198,https://hdd.userbenchmark.com/SpeedTest/2756/WDC-WD10JFCX-68N6GN0
HDD,ST1000LX015,Seagate,FireCuda 2.5 1TB,348,47.9,54459,https://hdd.userbenchmark.com/SpeedTest/193028/ST1000LX015-1U7172
HDD,,Seagate,ST31000322CS 1TB,349,47.7,1798,https://hdd.userbenchmark.com/SpeedTest/6933/ST31000322CS
HDD,HD103UJ,Samsung,Spinpoint F1 1TB,350,47.7,39064,https://hdd.userbenchmark.com/SpeedTest/413/SAMSUNG-HD103UJ
HDD,HM640JJ,Samsung,Spinpoint MP4 2.5 640GB,351,47.7,510,https://hdd.userbenchmark.com/SpeedTest/2214/SAMSUNG-HM640JJ
HDD,,Samsung,HD153WI 1.5TB,352,47.6,653,https://hdd.userbenchmark.com/SpeedTest/1489/SAMSUNG-HD153WI
HDD,,Hitachi,HDS5C1010CLA382 1TB,353,47.6,1527,https://hdd.userbenchmark.com/SpeedTest/1569/Hitachi-HDS5C1010CLA382
HDD,,Seagate,ST3750330NS 750GB,354,47.5,648,https://hdd.userbenchmark.com/SpeedTest/8704/ST3750330NS
HDD,MQ02ABD100H,Toshiba,Notebook SSHD 2.5 1TB,355,47.4,16387,https://hdd.userbenchmark.com/SpeedTest/24488/TOSHIBA-MQ02ABD100H
HDD,,Samsung,HM250HJ 250GB,356,47.4,287,https://hdd.userbenchmark.com/SpeedTest/11688/SAMSUNG-HM250HJ
HDD,ST500LX005,Seagate,SSHD 500GB,357,47.4,143,https://hdd.userbenchmark.com/SpeedTest/5338/ST500LX005-1CW162
HDD,,,VB0250EAVER 250GB,358,47.4,1108,https://hdd.userbenchmark.com/SpeedTest/1098/VB0250EAVER
HDD,,Hitachi,HDT721050SLA360 500GB,359,47.2,1333,https://hdd.userbenchmark.com/SpeedTest/4865/Hitachi-HDT721050SLA360
HDD,,Toshiba,MK3261GSY 320GB,360,47.2,339,https://hdd.userbenchmark.com/SpeedTest/694/TOSHIBA-MK3261GSY
HDD,ST9750420AS,Seagate,Momentus 2.5 750GB (2010),361,47.2,13020,https://hdd.userbenchmark.com/SpeedTest/922/ST9750420AS
HDD,WD10JPVT,WD,Blue 2.5 1TB (2011),362,47.2,10049,https://hdd.userbenchmark.com/SpeedTest/1109/WDC-WD10JPVT-75
HDD,,Maxtor,STM3160813AS 160GB,363,47.2,685,https://hdd.userbenchmark.com/SpeedTest/7161/MAXTOR-STM3160813AS
HDD,ST500LX003,Seagate,Momentus XT 7200 RPM 2.5 500GB,364,47,922,https://hdd.userbenchmark.com/SpeedTest/7156/ST500LX003-1AC15G
HDD,,Seagate,ST31000340AS 1TB,365,47,4696,https://hdd.userbenchmark.com/SpeedTest/206/ST31000340AS
HDD,,Toshiba,MK6461GSY 640GB,366,46.8,589,https://hdd.userbenchmark.com/SpeedTest/3150/TOSHIBA-MK6461GSY
HDD,,Hitachi,HTS72755 500GB,367,46.7,49,https://hdd.userbenchmark.com/SpeedTest/2252/Hitachi-HTS72755
HDD,HD154UI,Samsung,Spinpoint F2 1TB,368,46.6,16162,https://hdd.userbenchmark.com/SpeedTest/1306/SAMSUNG-HD154UI
HDD,,Seagate,ST3250310NS 250GB,369,46.6,857,https://hdd.userbenchmark.com/SpeedTest/1947/ST3250310NS
HDD,,Samsung,HM320HJ 320GB,370,46.6,639,https://hdd.userbenchmark.com/SpeedTest/2116/SAMSUNG-HM320HJ
HDD,,Hitachi,HTS541515A9E630 1.5TB,371,46.5,1342,https://hdd.userbenchmark.com/SpeedTest/9932/HGST-HTS541515A9E630
HDD,WD5001AALS,WD,Black 500GB (2008),372,46.5,14168,https://hdd.userbenchmark.com/SpeedTest/1199/WDC-WD5001AALS-00L3B2
HDD,,Seagate,STM3320418AS 320GB,373,46.5,463,https://hdd.userbenchmark.com/SpeedTest/5696/STM3320418AS
HDD,,Seagate,ST3500312CS 500GB,374,46.5,40793,https://hdd.userbenchmark.com/SpeedTest/1659/ST3500312CS
HDD,ST500LM000,Seagate,Laptop Thin SSHD 2.5 500GB,375,46.4,20545,https://hdd.userbenchmark.com/Seagate-Laptop-Thin-SSHD-25--500GB/Rating/1803
HDD,,Samsung,HD502HI 500GB,377,46.3,14345,https://hdd.userbenchmark.com/SpeedTest/1270/SAMSUNG-HD502HI
HDD,,Seagate,ST3500320NS 500GB,378,46.2,2552,https://hdd.userbenchmark.com/SpeedTest/507/ST3500320NS
HDD,WD15EARX,WD,Green 1.5TB (2011),379,46.2,3775,https://hdd.userbenchmark.com/SpeedTest/4721/WDC-WD15EARX-22PASB0
HDD,,Samsung,HD103SI 1TB,380,46.2,28529,https://hdd.userbenchmark.com/SpeedTest/1110/SAMSUNG-HD103SI
HDD,,Samsung,HD321HJ 320GB,381,46.2,2729,https://hdd.userbenchmark.com/SpeedTest/6799/SAMSUNG-HD321HJ
HDD,WD3200AAKX,WD,Blue 320GB (2010),382,46.2,8717,https://hdd.userbenchmark.com/SpeedTest/2995/WDC-WD3200AAKX-001CA0
HDD,,Seagate,ST3750330SV 750GB,383,46.2,102,https://hdd.userbenchmark.com/SpeedTest/10527/ST3750330SV
HDD,,Seagate,ST3500412AS 500GB,384,46.2,2262,https://hdd.userbenchmark.com/SpeedTest/5332/ST3500412AS
